crime,number,location,BEAT,neighborhood,npu,lat,long,type,road,neighbourhood_lookup,county,postcode,ZONE,crimeid_x,dateid,neighborhoodid,npuid,neighbourhood_lookupid,locationid,BEATid,ZONEid,day,month,quarter,year,count_crime_type
BURGLARY-RESIDENCE,142801595,366 WELLINGTON ST SW ,404,Westview,T,33.74526,-84.43852,house_number,Wellington Street Southwest,Westview,Fulton County,30310,4,7,149,32,1,18,374,19,1,7,10,4,2014,1
BURGLARY-RESIDENCE,142801612,925 CANTERBURY RD NE,210,Pine Hills,B,33.8278,-84.3563,house_number,Canterbury Road Northeast,The Hill,Fulton County,30324,2,7,149,20,7,20,1325,21,6,7,10,4,2014,1
LARCENY-NON VEHICLE,142801674,225 CENTRAL AVE SW,512,Downtown,M,33.74833,-84.39183,office,Trinity Avenue Southwest,South Downtown,Fulton County,30303,5,3,149,5,3,41,5058,40,4,7,10,4,2014,1
LARCENY-FROM VEHICLE,142801749,595 HIGHLAND AVE,604,Old Fourth Ward,M,33.76132,-84.36784,road,Randolph Street Northeast,Inman Park,Fulton County,30308,6,2,149,3,3,3,980,3,3,7,10,4,2014,1
BURGLARY-RESIDENCE,142801754,205 16TH ST NW,501,Atlantic Station,E,33.79018,-84.39447,house_number,16th Street Northwest,Atlantic Station,Fulton County,30363,5,7,149,50,11,47,5265,48,4,7,10,4,2014,1
LARCENY-NON VEHICLE,142801843,678 JOSEPH E BOONE BLVD NW,102,Vine City,L,33.76324,-84.40972,house_number,Joseph E. Boone Boulevard Northwest,English Ave.,Fulton County,30314,1,3,149,35,17,22,5266,37,5,7,10,4,2014,1
BURGLARY-RESIDENCE,142802037,765 MCDANIEL ST SW,302,Pittsburgh,V,33.73396,-84.40177,house_number,McDaniel Street Southwest,Pittsburgh,Fulton County,30310,3,7,149,31,8,31,47,33,2,7,10,4,2014,1
BURGLARY-RESIDENCE,142802100,1442 OGLETHORPE AVE SW,402,West End,T,33.73664,-84.4348,house_number,Oglethorpe Avenue Southwest,Westview,Fulton County,30310,4,7,149,1,1,18,5267,35,1,7,10,4,2014,1
LARCENY-FROM VEHICLE,142802152,80 JESSE HILL JR DR SE ,510,Downtown,M,33.75168,-84.38198,amenity,Downtown Connector,Sweet Auburn,Fulton County,30312,5,2,149,5,3,26,60,30,4,7,10,4,2014,1
LARCENY-NON VEHICLE,142802242,230 18TH ST NW,501,Atlantic Station,E,33.79212,-84.39554,shop,Market Street Northwest,Atlantic Station,Fulton County,30363,5,3,149,50,11,47,5251,48,4,7,10,4,2014,1
BURGLARY-RESIDENCE,142802639,346 5TH ST NE,506,Midtown,E,33.77554,-84.37601,house_number,5th Street Northeast,Midtown,Fulton County,30308,5,7,149,25,11,24,5268,56,4,7,10,4,2014,1
AUTO THEFT,142802713,850 OAK ST SW @WESTEND MALL,401,West End,T,33.74053,-84.41671,office,Oak Street Southwest,West End,Fulton County,30310,4,1,149,1,1,1,1556,1,1,7,10,4,2014,1
LARCENY-NON VEHICLE,142802754,2934 WATERS RD SW,311,Glenrose Heights,Z,33.67499,-84.39482,house_number,Waters Road,Hammond Park,Fulton County,30354,3,3,149,51,20,50,5269,58,2,7,10,4,2014,1
LARCENY-NON VEHICLE,142802761,95 MARTIN LUTHER KING JR DR,511,Downtown,M,33.75161,-84.39112,building,Martin Luther King Junior Drive Southwest,South Downtown,Fulton County,30303,5,3,149,5,3,41,708,25,4,7,10,4,2014,1
LARCENY-NON VEHICLE,142742393,1801 HOWELL MILL RD,204,Berkeley Park,D,33.80388,-84.41278,shop,Howell Mill Road Northwest,Woodward,Fulton County,30363,2,3,149,27,15,27,41,29,6,7,10,4,2014,1
AUTO THEFT,142790699,500 CLEVELAND AVE SE,310,Browns Mill Park,Z,33.68206,-84.36784,road,Southtowne PATH Trail,Rosedale Heights,Fulton County,30354,3,1,150,40,20,60,1867,44,2,6,10,4,2014,1
LARCENY-FROM VEHICLE,142790729,183 MOUNT ZION RD SE,312,Glenrose Heights,Z,33.67268,-84.38507,house_number,Mount Zion Road Southeast,Orchard Knob,Fulton County,30354,3,2,150,51,20,49,108,49,2,6,10,4,2014,1
BURGLARY-NONRES,142790749,79 MARIETTA ST NW,508,Downtown,M,33.75645,-84.39168,house_number,Walton Street Northwest,Five Points,Fulton County,30303,5,8,150,5,3,9,5270,9,4,6,10,4,2014,1
LARCENY-NON VEHICLE,142790823,221 CLEVELAND AVE SW,310,Browns Mill Park,Z,33.68143,-84.39669,house_number,Cleveland Avenue Southwest,Hammond Park,Fulton County,30315,3,3,150,40,20,50,5271,44,2,6,10,4,2014,1
LARCENY-FROM VEHICLE,142790919,1050 WHITE ST SW,401,West End,T,33.73238,-84.42291,house_number,White Street Southwest,West End,Fulton County,30310,4,2,150,1,1,1,4860,1,1,6,10,4,2014,1
ROBBERY-COMMERCIAL,142791000,3825 JONESBORO ROAD,313,South River Gardens,Z,33.64971,-84.36662,shop,Jonesboro Road Southeast,Doral Park,Fulton County,30354,3,11,150,63,20,55,5272,55,2,6,10,4,2014,1
ROBBERY-COMMERCIAL,142791013,2711 METROPOLITAN PKWY SW,311,Hammond Park,X,33.68092,-84.40814,amenity,Metropolitan Parkway Southwest,Hammond Park,Fulton County,30310,3,11,150,68,2,50,3204,58,2,6,10,4,2014,1
AUTO THEFT,142791137,2732 BAKER RIDGE DR NW,112,Collier Heights,I,33.76791,-84.47712,house_number,Baker Ridge Drive Northwest,Center Hill,Fulton County,30318,1,1,150,57,13,7,5273,52,5,6,10,4,2014,1
LARCENY-FROM VEHICLE,142791156,210 PEACHTREE ST NW,508,Downtown,M,33.75943,-84.38837,tourism,Ted Turner Drive Northwest,Five Points,Fulton County,30303,5,2,150,5,3,9,747,9,4,6,10,4,2014,1
LARCENY-FROM VEHICLE,142791269,1155 LAVISTA RD NE,212,Lindridge/Martin Manor,F,33.81743,-84.351,amenity,Lavista Road Northeast,Woodland Hills,Fulton County,30324,2,2,150,76,16,65,1280,60,6,6,10,4,2014,1
BURGLARY-RESIDENCE,142791343,2265 PERRY BLVD NW,110,Scotts Crossing,G,33.80595,-84.46416,house_number,Perry Boulevard Northwest,West Highland,Fulton County,30318,1,7,150,108,22,25,934,28,5,6,10,4,2014,1
LARCENY-FROM VEHICLE,142791396,777 DONALD LEE HOLLOWELL PKWY NW,103,English Avenue,L,33.77328,-84.41283,house_number,Donald Lee Hollowell Parkway Northwest,Bellwood,Fulton County,30318,1,2,150,37,17,33,5274,39,5,6,10,4,2014,1
LARCENY-FROM VEHICLE,142791410,956 WAVERLY WAY NE,602,Inman Park,N,33.76107,-84.35636,house_number,Waverly Way Northeast,Inman Park,Fulton County,30307,6,2,150,6,5,3,5275,6,3,6,10,4,2014,1
LARCENY-NON VEHICLE,142791412,835 MARTIN LUTHER KING JR DR,102,Vine City,L,33.75504,-84.41457,house_number,Martin Luther King Jr Drive Southwest,Vine City,Fulton County,30314,1,3,150,35,17,46,3695,37,5,6,10,4,2014,1
BURGLARY-RESIDENCE,142791430,1776 BREWER BLVD SW,306,Sylvan Hills,X,33.7062,-84.41357,house_number,Brewer Boulevard Southwest,Sylvan Hills,Fulton County,30310,3,7,150,39,2,38,5276,42,2,6,10,4,2014,1
LARCENY-NON VEHICLE,142791434,907 PIEDMONT AVENUE,505,Midtown,E,33.7793,-84.38101,house_number,Piedmont Avenue Northeast,Midtown,Fulton County,30305,5,3,150,25,11,24,4569,26,4,6,10,4,2014,1
AGG ASSAULT,142791611,464 EDGEWOOD AVE NE,604,Sweet Auburn,M,33.75448,-84.37234,amenity,Edgewood Avenue Northeast,Sweet Auburn,Fulton County,30312,6,5,150,49,3,26,811,3,3,6,10,4,2014,1
LARCENY-NON VEHICLE,142791772,1341 BEECHER ST SW,402,West End,T,33.7335,-84.43148,house_number,Beecher Street Southwest,Westview,Fulton County,30310,4,3,150,1,1,18,5277,35,1,6,10,4,2014,1
BURGLARY-RESIDENCE,142791777,510 MUSE ST SW,401,Westview,T,33.74121,-84.43339,house_number,Muse Street Southwest,West End,Fulton County,30310,4,7,150,32,1,1,260,1,1,6,10,4,2014,1
AGG ASSAULT,142791863,952 LUCILE AVE SW,104,Harris Chiles,T,33.74209,-84.41863,house_number,Lucile Avenue Southwest,Joel Chandler Harris Homes,Fulton County,30310,1,5,150,81,1,64,2828,47,5,6,10,4,2014,1
BURGLARY-RESIDENCE,142791865,50 BROWN AVE SE;,305,South Atlanta,Y,33.71376,-84.38662,house_number,Brown Avenue Southeast,Roseland,Fulton County,30315,3,7,150,48,12,16,1212,16,2,6,10,4,2014,1
LARCENY-NON VEHICLE,142791906,250 MORRIS BROWN AVE NW,108,Dixie Hills,J,33.76226,-84.45358,house_number,Morris Brown Avenue Northwest,Battle Hill Haven,Fulton County,30314,1,3,150,21,6,51,5278,22,5,6,10,4,2014,1
LARCENY-NON VEHICLE,142791920,264 PETERS ST,507,Castleberry Hill,M,33.7472,-84.40141,house_number,Peters Street Southwest,Castleberry Hill,Fulton County,30313,5,3,150,13,3,14,5279,14,4,6,10,4,2014,1
BURGLARY-RESIDENCE,142791927,135 ELLENDALE LN NW,108,Harvel Homes Community,J,33.75894,-84.46598,house_number,Ellendale Lane Northwest,Dixie Hills,Fulton County,30318,1,7,150,132,6,21,5280,22,5,6,10,4,2014,1
LARCENY-NON VEHICLE,142792001,112 COURTLAND ST NE,510,Downtown,M,33.75756,-84.38434,building,John Wesley Dobbs Avenue Northeast,Sweet Auburn,Fulton County,30312,5,3,150,5,3,26,3749,30,4,6,10,4,2014,1
LARCENY-FROM VEHICLE,142792023,565 WELLS ST SW,303,Mechanicsville,V,33.74005,-84.40649,house_number,Wells Street Southwest,Mechanicsville,Fulton County,30312,3,2,150,9,8,10,3493,10,2,6,10,4,2014,1
LARCENY-NON VEHICLE,142792069,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457,house_number,Martin Luther King Jr Drive Southwest,Vine City,Fulton County,30314,1,3,150,35,17,46,3695,37,5,6,10,4,2014,1
ROBBERY-PEDESTRIAN,142792163,246 9TH ST,506,Midtown,E,33.78065,-84.37915,house_number,Myrtle Street Northeast,Midtown,Fulton County,30309,5,4,150,25,11,24,5281,56,4,6,10,4,2014,1
BURGLARY-RESIDENCE,142792196,1133 WOODLAND AVE SE,607,Woodland Hills,W,33.72352,-84.354,house_number,Woodland Avenue Southeast,Ormewood,Fulton County,30316,6,7,150,54,9,52,5282,50,3,6,10,4,2014,1
AUTO THEFT,142792246,390 WILLIAMS ST NW,504,Downtown,M,33.76521,-84.39044,building,Spring Techwood Connector,Hotel District,Fulton County,30313,5,1,150,5,3,5,2435,45,4,6,10,4,2014,1
AUTO THEFT,142792269,423 LOVEJOY ST NW,504,Downtown,M,33.76586,-84.39294,house_number,Parker Street Northwest,Hotel District,Fulton County,30313,5,1,150,5,3,5,5283,45,4,6,10,4,2014,1
LARCENY-NON VEHICLE,142792307,368 WELLINGTON ST SW,404,Westview,T,33.74516,-84.4387,house_number,Wellington Street Southwest,Westview,Fulton County,30310,4,3,150,32,1,18,5284,19,1,6,10,4,2014,1
LARCENY-NON VEHICLE,142792356,1275 CAROLINE ST NE,609,Edgewood,O,33.75674,-84.34619,shop,Sanderson Street Northeast,Edgewood,DeKalb County,30307,6,3,150,11,10,12,1652,12,3,6,10,4,2014,1
BURGLARY-RESIDENCE,142792381,1250 DONNELLY AVE SW,402,West End,T,33.73359,-84.4291,house_number,Atwood Street Southwest,West End,Fulton County,30310,4,7,150,1,1,1,5285,35,1,6,10,4,2014,1
LARCENY-FROM VEHICLE,142792425,41 FORSYTH ST NW,508,Downtown,M,33.75567,-84.39053,building,Broad Street Northwest,Five Points,Fulton County,30303,5,2,150,5,3,9,5286,9,4,6,10,4,2014,1
AGG ASSAULT,142792442,46 PEACHTREE ST NW,508,Downtown,M,33.75499,-84.3894,amenity,Gilmer Street Southeast,Georgia State,Fulton County,30303,5,5,150,5,3,68,5287,9,4,6,10,4,2014,1
LARCENY-NON VEHICLE,142792450,240 PEACHTREE ST NW ,508,Downtown,M,33.76056,-84.38835,building,John Portman Boulevard Northwest,Hotel District,Fulton County,30313,5,3,150,5,3,5,3868,9,4,6,10,4,2014,1
LARCENY-FROM VEHICLE,142792692,1860 PEACHTREE RD NW,207,Ardmore,E,33.80586,-84.39439,house_number,28th Street Northwest,Brookwood,Fulton County,30309,2,2,150,92,11,13,1460,13,6,6,10,4,2014,1
LARCENY-FROM VEHICLE,142792698,337 MORELAND AVE NE,608,Candler Park,N,33.7636,-84.34901,amenity,Moreland Avenue Northeast,Little Five Points,DeKalb County,30306,6,2,150,82,5,6,4567,64,3,6,10,4,2014,1
LARCENY-FROM VEHICLE,142792760,437 MEMORIAL DRIVE,605,Grant Park,W,33.74639,-84.37285,amenity,Memorial Drive Southeast,Cabbagetown,Fulton County,30312,6,2,150,10,9,67,278,11,3,6,10,4,2014,1
LARCENY-NON VEHICLE,142792778,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457,house_number,Martin Luther King Jr Drive Southwest,Vine City,Fulton County,30314,1,3,150,35,17,46,3695,37,5,6,10,4,2014,1
LARCENY-FROM VEHICLE,142792796,880 GLENWOOD AVE SE,606,Grant Park,W,33.73991,-84.35917,building,Glenwood Park Drive SE,Glenwood Park,Fulton County,30316,6,2,150,10,9,75,1984,51,3,6,10,4,2014,1
LARCENY-FROM VEHICLE,142792828,40 6TH ST,505,Midtown,E,33.77755,-84.38607,building,West Peachtree Street Northwest,Midtown,Fulton County,30308,5,2,150,25,11,24,5288,26,4,6,10,4,2014,1
BURGLARY-RESIDENCE,142792865,3612 OAKSHIRE WAY SE,313,South River Gardens,Z,33.65862,-84.35027,house_number,Oakshire Way,Doral Park,Fulton County,30354,3,7,150,63,20,55,5289,55,2,6,10,4,2014,1
AGG ASSAULT,142792920,330 PETERS ST SW,507,Castleberry Hill,M,33.74574,-84.40348,house_number,Peters Street Southwest,Castleberry Hill,Fulton County,30313,5,5,150,13,3,14,2098,14,4,6,10,4,2014,1
ROBBERY-PEDESTRIAN,142782468,438 HAMILTON E HOLMES DR NW,112,Collier Heights,I,33.76757,-84.47094,house_number,Hamilton E Holmes Drive Northwest,Dixie Hills,Fulton County,30318,1,4,150,57,13,21,5290,52,5,6,10,4,2014,1
LARCENY-FROM VEHICLE,142782540,712 W PEACHTREE ST NW,505,Midtown,E,33.77405,-84.38769,building,West Peachtree Street Northwest,Midtown,Fulton County,30332,5,2,151,25,11,24,5291,26,4,5,10,4,2014,1
LARCENY-NON VEHICLE,142780051,267 MARIETTA ST NW,508,Downtown,M,33.76083,-84.39538,tourism,Marietta Street Northwest,Five Points,Fulton County,30313,5,3,151,5,3,9,5292,9,4,5,10,4,2014,1
AGG ASSAULT,142780077,800 FOWLER ST NW,504,Georgia Tech,E,33.77693,-84.39364,amenity,Marietta Street Northwest,Howell Station,Fulton County,30332,5,5,151,129,11,58,5293,45,4,5,10,4,2014,1
BURGLARY-RESIDENCE,142780087,673 WINDSOR ST SW,303,Mechanicsville,V,33.73645,-84.39855,house_number,Windsor Street Southwest,Mechanicsville,Fulton County,30310,3,7,151,9,8,10,5294,10,2,5,10,4,2014,1
AGG ASSAULT,142780094,3050 MARTIN LUTER KING JR DR SW,405,Harland Terrace,I,33.75237,-84.48653,house_number,Martin Luther King Junior Drive Southwest,Stratford,Fulton County,30311,4,5,151,70,13,19,5007,59,1,5,10,4,2014,1
RAPE,142780162,355 PEACHTREE ST NE,509,Downtown,M,33.76374,-84.38622,house_number,Peachtree Street Northeast,Hotel District,Fulton County,30308,5,6,151,5,3,5,5295,5,4,5,10,4,2014,1
ROBBERY-PEDESTRIAN,142780231,104 MCDONOUGH BLVD SE,305,South Atlanta,Y,33.71915,-84.38462,house_number,McDonough Boulevard Southeast,Roseland,Fulton County,30315,3,4,151,48,12,16,5296,16,2,5,10,4,2014,1
LARCENY-FROM VEHICLE,142780301,112 COURTLAND ST,510,Downtown,M,33.7574,-84.38475,building,John Wesley Dobbs Avenue Northeast,Sweet Auburn,Fulton County,30312,5,2,151,5,3,26,5297,30,4,5,10,4,2014,1
AGG ASSAULT,142780314,2520 JONESBORO RD SE,308,Leila Valley,Z,33.68533,-84.364,house_number,Jonesboro Road Southeast,Cornell,Fulton County,30315,3,5,151,98,20,57,5298,62,2,5,10,4,2014,1
LARCENY-FROM VEHICLE,142780317,782 LIBERTY COMMONS DR NW,102,Vine City,L,33.75598,-84.41447,house_number,Liberty Commons Drive Northwest,Vine City,Fulton County,30314,1,2,151,35,17,46,4543,37,5,5,10,4,2014,1
AUTO THEFT,142780350,444 EDGEWOOD AVE NE,604,Sweet Auburn,M,33.7545,-84.37304,house_number,Edgewood Avenue Northeast,Sweet Auburn,Fulton County,30312,6,1,151,49,3,26,5299,3,3,5,10,4,2014,1
ROBBERY-PEDESTRIAN,142780451,683 PRYOR ST SW,303,Mechanicsville,V,33.73616,-84.39495,house_number,Pryor Street,Mechanicsville,Fulton County,30315,3,4,151,9,8,10,5300,10,2,5,10,4,2014,1
LARCENY-NON VEHICLE,142780469,1074 PEACHTREE WALK NE,503,Midtown,E,33.78436,-84.38639,house_number,Peachtree Walk Northeast,Midtown,Fulton County,30309,5,3,151,25,11,24,3481,27,4,5,10,4,2014,1
LARCENY-FROM VEHICLE,142780565,1903 DREW DR NW,110,West Highlands,G,33.79214,-84.44947,house_number,West Highland Drive Northwest,West Highland,Fulton County,30318,1,2,151,93,22,25,2601,28,5,5,10,4,2014,1
ROBBERY-PEDESTRIAN,142780683,178 3RD ST NE,505,Midtown,E,33.77356,-84.3819,house_number,Piedmont Avenue Northeast,Hotel District,Fulton County,30308,5,4,151,25,11,5,1509,26,4,5,10,4,2014,1
AGG ASSAULT,142780725,449 OLIVER ST NW,103,English Avenue,L,33.767,-84.41532,house_number,Oliver Street Northwest,English Ave.,Fulton County,30318,1,5,151,37,17,22,5301,39,5,5,10,4,2014,1
LARCENY-FROM VEHICLE,142780943,123 MARIETTA ST NW,508,Downtown,M,33.75767,-84.39266,amenity,Walton Street Northwest,Five Points,Fulton County,30303,5,2,151,5,3,9,3731,9,4,5,10,4,2014,1
BURGLARY-RESIDENCE,142780998,491 LINDBERGH PL NE,211,Lindbergh/Morosgo,B,33.81898,-84.37176,leisure,Garson Drive Northeast,Lindbergh,Fulton County,30324,2,7,151,8,7,8,5302,8,6,5,10,4,2014,1
ROBBERY-PEDESTRIAN,142781015,236 RICHARDSON STREET SW,303,Mechanicsville,V,33.74042,-84.39537,house_number,Richardson Street Southwest,Mechanicsville,Fulton County,30312,3,4,151,9,8,10,5303,10,2,5,10,4,2014,1
LARCENY-NON VEHICLE,142781018,565 JOSEPH E LOWERY BLVD SW,401,West End,T,33.73969,-84.41828,shop,Howell Place Southwest,West End,Fulton County,30310,4,3,151,1,1,1,5304,1,1,5,10,4,2014,1
LARCENY-NON VEHICLE,142781107,1892 HOWELL MILL RD NW,205,Wildwood (NPU-C),C,33.80673,-84.41316,amenity,Howell Mill Road Northwest,Ellsworth Park,Fulton County,30318,2,3,151,112,19,37,4918,41,6,5,10,4,2014,1
BURGLARY-RESIDENCE,142781145,1177 CONSTITUTION RD SE,308,Leila Valley,Z,33.69298,-84.35166,house_number,Constitution Road Southeast,Cornell,Fulton County,30315,3,7,151,98,20,57,2566,62,2,5,10,4,2014,1
LARCENY-FROM VEHICLE,142781268,376 ROY ST SW,302,Pittsburgh,V,33.72404,-84.40041,house_number,Roy Street Southwest,Pittsburgh,Fulton County,30310,3,2,151,31,8,31,101,33,2,5,10,4,2014,1
BURGLARY-RESIDENCE,142781326,477 LINDBERGH PL NE,211,Lindbergh/Morosgo,B,33.8192,-84.37135,building,Lindbergh Place Northeast,Lindbergh,Fulton County,30324,2,7,151,8,7,8,3024,8,6,5,10,4,2014,1
AUTO THEFT,142781477,59 CHESTER AVE SE,606,Reynoldstown,N,33.75225,-84.35919,house_number,Chester Avenue Southeast,Inman Park,Fulton County,30316,6,1,151,59,5,3,5305,51,3,5,10,4,2014,1
LARCENY-FROM VEHICLE,142781501,40 HILLIARD ST NE,604,Sweet Auburn,M,33.75534,-84.3767,house_number,Hilliard Street Northeast,Sweet Auburn,Fulton County,30312,6,2,151,49,3,26,5306,3,3,5,10,4,2014,1
LARCENY-NON VEHICLE,142781529,2325 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.81866,-84.34906,shop,Cheshire Bridge Road,The Hill,Fulton County,30324,2,3,151,76,16,20,776,60,6,5,10,4,2014,1
BURGLARY-RESIDENCE,142781544,920 WHITE ST SW,401,West End,T,33.73212,-84.41803,house_number,White Street Southwest,West End,Fulton County,30310,4,7,151,1,1,1,3967,1,1,5,10,4,2014,1
LARCENY-FROM VEHICLE,142781689,675 EDGEWOOD AVE NE,602,Inman Park,N,33.75427,-84.36495,building,Edgewood Avenue Northeast,Inman Park,Fulton County,30312,6,2,151,6,5,3,5307,6,3,5,10,4,2014,1
BURGLARY-RESIDENCE,142781719,784 MAGNOLIA WAY NW,102,Vine City,L,33.75804,-84.41379,house_number,Magnolia Street Northwest,Vine City,Fulton County,30314,1,7,151,35,17,46,4652,37,5,5,10,4,2014,1
LARCENY-FROM VEHICLE,142781815,701 HIGHLAND AVE NE,604,Old Fourth Ward,M,33.76124,-84.36391,house_number,Highland Avenue Northeast,Inman Park,Fulton County,30312,6,2,151,3,3,3,345,3,3,5,10,4,2014,1
ROBBERY-COMMERCIAL,142781932,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278,shop,Howell Mill Road Northwest,Woodward,Fulton County,30363,2,11,151,27,15,27,41,29,6,5,10,4,2014,1
LARCENY-FROM VEHICLE,142782028,1015 PIEDMONT AVE,503,Midtown,E,33.78232,-84.38018,amenity,Piedmont Avenue Northeast,Midtown,Fulton County,30305,5,2,151,25,11,24,2421,27,4,5,10,4,2014,1
LARCENY-FROM VEHICLE,142782029,133 TRINITY AVE SW @CITY PLAZA,512,Downtown,M,33.74899,-84.39215,building,Trinity Avenue Southwest,South Downtown,Fulton County,30303,5,2,151,5,3,41,2446,40,4,5,10,4,2014,1
AGG ASSAULT,142782063,635 LINDBERGH DR NE,211,Lindbergh/Morosgo,B,33.8213,-84.36689,house_number,Piedmont Road Northeast,Lindbergh,Fulton County,30324,2,5,151,8,7,8,3396,8,6,5,10,4,2014,1
LARCENY-NON VEHICLE,142782136,2350 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.8195,-84.35199,amenity,Cheshire Bridge Road,The Hill,Fulton County,30324,2,3,151,76,16,20,1695,60,6,5,10,4,2014,1
AUTO THEFT,142782185,3050 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75177,-84.4857,house_number,Martin Luther King Junior Drive Southwest,Stratford,Fulton County,30311,4,1,151,70,13,19,620,59,1,5,10,4,2014,1
AUTO THEFT,142782217,200 SPRING ST NW,508,Downtown,M,33.76004,-84.38918,building,Ted Turner Drive Northwest,Five Points,Fulton County,30303,5,1,151,5,3,9,2031,9,4,5,10,4,2014,1
LARCENY-NON VEHICLE,142782300,1159 WADE ST NE,606,Reynoldstown,N,33.75613,-84.34967,house_number,Wade Street Northeast,Edgewood,Fulton County,30307,6,3,151,59,5,12,5308,51,3,5,10,4,2014,1
LARCENY-FROM VEHICLE,142782372,667 GARIBALDI ST SW,303,Mechanicsville,V,33.73653,-84.39937,house_number,Garibaldi Street Southwest,Mechanicsville,Fulton County,30310,3,2,151,9,8,10,3850,10,2,5,10,4,2014,1
BURGLARY-NONRES,142782392,199 TURMAN AVE SE,305,Lakewood Heights,Y,33.70833,-84.3817,house_number,Turman Avenue Southeast,Lakewood Heights,Fulton County,30315,3,8,151,33,12,32,5309,16,2,5,10,4,2014,1
AGG ASSAULT,142770093,40 GRIFFIN STREET NW,102,Vine City,L,33.75578,-84.41199,house_number,Griffin Street Northwest,Vine City,Fulton County,30314,1,5,152,35,17,46,4659,37,5,4,10,4,2014,1
AGG ASSAULT,142770113,330 W PEACHTREE ST NE,508,Downtown,M,33.76364,-84.38791,tourism,West Peachtree Street Northwest,Hotel District,Fulton County,30308,5,5,152,5,3,5,5310,9,4,4,10,4,2014,1
LARCENY-FROM VEHICLE,142770164,2348 CASCADE RD SW,409,Adams Park,R,33.72146,-84.46522,house_number,Cascade Road,Cascade Heights,Fulton County,30311,4,2,152,16,4,63,5311,17,1,4,10,4,2014,1
LARCENY-FROM VEHICLE,142770181,782 LIBERTY COMMONS DR NW,102,Vine City,L,33.75598,-84.41447,house_number,Liberty Commons Drive Northwest,Vine City,Fulton County,30314,1,2,152,35,17,46,4543,37,5,4,10,4,2014,1
ROBBERY-PEDESTRIAN,142770231,1001 NORTHSIDE DR NW,501,Home Park,E,33.7819,-84.40707,house_number,Northside Drive Northwest,Howell Station,Fulton County,30318,5,4,152,46,11,58,3402,48,4,4,10,4,2014,1
LARCENY-FROM VEHICLE,142770296,676 HIGHLAND AVE NE,604,Old Fourth Ward,M,33.76142,-84.36492,house_number,Highland Avenue Northeast,Inman Park,Fulton County,30312,6,2,152,3,3,3,2900,3,3,4,10,4,2014,1
BURGLARY-RESIDENCE,142770362,1172 CONSTITUTION RD SE,308,Norwood Manor,Z,33.69317,-84.35174,house_number,Constitution Road Southeast,Cornell,Fulton County,30315,3,7,152,90,20,57,5312,62,2,4,10,4,2014,1
LARCENY-FROM VEHICLE,142770375,261 WALKER ST SW,507,Castleberry Hill,M,33.74753,-84.40329,house_number,Walker Street Southwest,Castleberry Hill,Fulton County,30313,5,2,152,13,3,14,5313,14,4,4,10,4,2014,1
LARCENY-FROM VEHICLE,142770377,990 STATE STREET NW,505,Georgia Tech,E,33.78151,-84.39915,house_number,10th Street Northwest,Home Park,Fulton County,30318,5,2,152,129,11,44,5314,26,4,4,10,4,2014,1
